Review;SENTIMEN;SOURCE;DATE_REVIEW;MONTH;YEAR;TRIMESTER;CONCAT
Aplikasi nya sudah di instal coba nunggu nya lama ampe 2 jam ehh pas di akhir malah suruh instal lagi.. Dikira kuota dibeli pakai daun apa;NEGATIF;BUKALAPAK;22/02/2022;February;2022;TRIMESTER1;2022-TRIMESTER1
Maaf bintangnya aku ambil lagi 3!!! Kenapa jasa pengirimannya gak bisa pilih lagi???!! gak asik banget jadi sama kayak tokped dirandom gitu!! kalo dapat sicepat gak suka banget!! tolong dong balikin lagi kayak dulu baru aku ubah lagi jadi bintang 5.;NEGATIF;BUKALAPAK;10/03/2022;March;2022;TRIMESTER1;2022-TRIMESTER1
Lu kalau gw nonton anime jngn muncul mulu donk;NEGATIF;BUKALAPAK;24/03/2022;March;2022;TRIMESTER1;2022-TRIMESTER1
Tidak memuaskan;NEGATIF;BUKALAPAK;04/04/2022;April;2022;TRIMESTER1;2022-TRIMESTER1
Ga ngasih solusi percuma live chet sm agennya, malah bikin emosi;NEGATIF;BUKALAPAK;05/04/2022;April;2022;TRIMESTER1;2022-TRIMESTER1
Tolong jangan lola dong aplikasiny??;NEGATIF;BUKALAPAK;06/04/2022;April;2022;TRIMESTER1;2022-TRIMESTER1
Voucher gratis ongkirnya gak bisa kepakai;NEGATIF;BUKALAPAK;08/04/2022;April;2022;TRIMESTER1;2022-TRIMESTER1
Aplk tolol,, setiap mau belanja harus log-in dulu,,padahal sudah log-in dari awal install;NEGATIF;BUKALAPAK;10/04/2022;April;2022;TRIMESTER1;2022-TRIMESTER1
Masak cuma saya yang g bisa cod. Biasa nya bisa cod kok tau2 g bisa. Aneh, yang undian berhadiah nya juga kelihatan tipuan. Parah;NEGATIF;BUKALAPAK;24/04/2022;April;2022;TRIMESTER1;2022-TRIMESTER1
Mimin ngg bisa cek out nihh;NEGATIF;BUKALAPAK;27/04/2022;April;2022;TRIMESTER1;2022-TRIMESTER1
Enakan yang sebelumnya saat tidak ada opsi pengiriman hemat reguler dll..ribet mahallllllll...sy sudah nyaman dengan yang lamaaaa...pindah toko ajalahhhh ...;NEGATIF;BUKALAPAK;23/06/2022;June;2022;TRIMESTER2;2022-TRIMESTER2
Saya tidak bisa log in, setelah ganti hp, mau log in pakai nomer hp, pakai facebook, pakai email juga tidak bisa, kenapa jadi ribet banget;NEGATIF;BUKALAPAK;25/06/2022;June;2022;TRIMESTER2;2022-TRIMESTER2
Tolong jsn iklan lo mulu oi;NEGATIF;BUKALAPAK;27/06/2022;June;2022;TRIMESTER2;2022-TRIMESTER2
Penjualnya banyak yang gak amanah, tolong ditingkatkan lagi kwalitas dan penjual2 nakal tolong ditindak.;NEGATIF;BUKALAPAK;04/07/2022;July;2022;TRIMESTER2;2022-TRIMESTER2
Narik dana penjual dari Tanggal 30-05-2020 sampai 09-06-2020 belum juga masuk ke rekening bank, udh komplain ke email tapi gak ditanggapi dasar APLIKASI BANGSAD!;NEGATIF;BUKALAPAK;11/07/2022;July;2022;TRIMESTER2;2022-TRIMESTER2
Kecewa saya beli produk tapi rusak/kw/tidak ori...! Tolong tumpas toko yang menjual barang palsu Fokus layanan! Mending beli di lazada gampang kualitas terjamin BALAS! JANGAN CUMA DIAM SAJA!;NEGATIF;BUKALAPAK;26/07/2022;July;2022;TRIMESTER2;2022-TRIMESTER2
Mahal banget ongkirnya??.aku baru download 1 minggu sudah aku hapus;NEGATIF;BUKALAPAK;05/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
order barang,mau cancel karena salah pilih, pembatalan ditolak padahal barang belum dikirim, kecewa sangat kecewa sama aplikasinya.;NEGATIF;BUKALAPAK;06/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
Niatnya mau instal tapi pelanggan dan pemakainya bnyk yang ngeluh jadi gak jadi untuk instal nih aplikasi;NEGATIF;BUKALAPAK;12/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
dapat kupon tapi gak bisa di klaim;NEGATIF;BUKALAPAK;13/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
Jelek produknya;NEGATIF;BUKALAPAK;15/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
Gk pernah daper voucher cok;NEGATIF;BUKALAPAK;15/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
tidak bksa upload video untjk bukti oengembalian produk;NEGATIF;BUKALAPAK;15/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
Aplikasi suka ngelag, gambar/ photo ngga keluar padahal FB,browser lancar. Sayang sekali padahal seneng belanja sini karena promo ongkir.lama lama gondok juga kalau gini.;NEGATIF;BUKALAPAK;20/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
Mkin payah aplikasi nya berjalan... Bnyak event..tapi aplikasi susah berjlan... Hanya memikirkan keuntungan semata..tidak memikirkan kenyamanan konsumen... Gk berguna..;NEGATIF;BUKALAPAK;21/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
Jelek banget ini aplikasi mau main aja gak bisa;NEGATIF;BUKALAPAK;21/08/2022;August;2022;TRIMESTER2;2022-TRIMESTER2
Knapa ongkirnya jadi mahal mahal banget;NEGATIF;BUKALAPAK;14/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Bintang 1 lebih co2k, setelah di Update malah di ubah gak bisa milih kurir/jasa pengiriman,tidak perlu gratis ongkir yang penting bisa pilih kurir.;NEGATIF;BUKALAPAK;17/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Kok ngga bisa metode COD? tulisannya bisa padahal;NEGATIF;BUKALAPAK;23/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Dah lah males ??;NEGATIF;BUKALAPAK;30/10/2022;October;2022;TRIMESTER3;2022-TRIMESTER3
Saya baru bergabung,semoga apa yang saya mau selalu ada;NEGATIF;BUKALAPAK;04/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Aduh kesel sekali kalo kek gini pesan banyak barang malah bedah bedah expedisi ?????? yang mau cepat jadi lambat, sudah di perkirakan datang nya hari ini malah gak datang kalo gini kecewa sekali... tolong balikin seperti awal walaupun Potongan ongkirnya Masi bayar sisanya;NEGATIF;BUKALAPAK;05/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Iklan mengganggu;NEGATIF;BUKALAPAK;06/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
sangat buruk barang saya tidak sampai≤ seharusnya sblm tgl 18 januari sudah sampai tapi gak sampai≤ hri ini sudah tgl 23 januari.;NEGATIF;BUKALAPAK;16/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Tolong perbaiki ya masa saya susah dapat Sms Otapi ke nomor saya sendiri, mau belanja jadi susah gimana ini????;NEGATIF;BUKALAPAK;19/11/2022;November;2022;TRIMESTER3;2022-TRIMESTER3
Waktu di update malah muncul putih doang. Aku kira handphone aku yang bermasalah. Ternyata selesai di servisin tetep aja muncul putih doang;NEGATIF;BUKALAPAK;08/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
Pengiriman terlalu mahal;NEGATIF;BUKALAPAK;26/12/2022;December;2022;TRIMESTER3;2022-TRIMESTER3
"Bagus sih cuman ada kendala nya yaitu saya sudah klaim voucher gratis ongkir tapi malah gabisa dipakai voucher nya :""(";POSITIF;BUKALAPAK;12/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
Suka bangett;POSITIF;BUKALAPAK;10/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
Bagus banget aplikasi yang membantu saya  jualan tapi belum ngerti ini cara daftar rekening kenapa ga masuk2 nya sms pemberitahuan kode nya tolong bantuan nya,;POSITIF;BUKALAPAK;14/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
Bagus sekali;POSITIF;BUKALAPAK;15/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
Keren pokonya deh mantap;POSITIF;BUKALAPAK;28/01/2020;January;2020;TRIMESTER1;2020-TRIMESTER1
barang selalu sesuai pesanan;POSITIF;BUKALAPAK;05/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
kalo lebih baik kutambah bintang ?? nya;POSITIF;BUKALAPAK;10/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
Banyakin voucher gratis ongkirnya dong;POSITIF;BUKALAPAK;14/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
Puas sekali sama pelayanannya;POSITIF;BUKALAPAK;18/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
Top. Terbaik;POSITIF;BUKALAPAK;26/02/2020;February;2020;TRIMESTER1;2020-TRIMESTER1
Aplikasinya sangat membantu??;POSITIF;BUKALAPAK;01/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
Mantap ni grastis ongkir muluk tidak menyesal dehhh kalau beli beli...;POSITIF;BUKALAPAK;10/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
Bermanfaat;POSITIF;BUKALAPAK;11/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
Thankyou kk Pengiriman cepat Baju juga Bagus≤ Hanya Baju Lampu led saja yang mati selain itu Bagus Semua.. Next nanti order lagi ????;POSITIF;BUKALAPAK;18/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
Sagat berguna bagi pelanja online,pengiriman cepat;POSITIF;BUKALAPAK;21/03/2020;March;2020;TRIMESTER1;2020-TRIMESTER1
Bagus banget aplikasi nya;POSITIF;BUKALAPAK;05/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
Bagus aplikasinya, bisa memudahkan untuk kita bertranksasi.;POSITIF;BUKALAPAK;07/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
Selama ini suka masih yang terbaik ????;POSITIF;BUKALAPAK;11/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
Cukup bagus,, pertahankan;POSITIF;BUKALAPAK;20/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
saya suka banget belanja di sini!!!;POSITIF;BUKALAPAK;27/04/2020;April;2020;TRIMESTER1;2020-TRIMESTER1
Baru pertama kali download langsung dapat barang gratisan;POSITIF;BUKALAPAK;07/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Aplkasi yang sangat membantu disaat pandemi;POSITIF;BUKALAPAK;09/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Sejauh ini transaksinya ok. Hanya perlu perbaikan pada aplikasi karena membutuhkan kuota yang besar. Sehingga di daerah yang sinyalnya kurang bagus agak berat dan lambat sekali....;POSITIF;BUKALAPAK;11/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Belanja puas,aman dan nyaman;POSITIF;BUKALAPAK;22/05/2020;May;2020;TRIMESTER2;2020-TRIMESTER2
Mantap;POSITIF;BUKALAPAK;01/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
Pengiriman nya cepat.. Banyak gratis ongkir nya.. sukaaaaa;POSITIF;BUKALAPAK;04/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
Membantu sekali untuk kebutuhan barang, cuma banyak toko yang slow respon dan bahkan sering tidak dibalas;POSITIF;BUKALAPAK;11/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
Bagus pokoknya;POSITIF;BUKALAPAK;26/06/2020;June;2020;TRIMESTER2;2020-TRIMESTER2
Oke sangat mudah.dan membantu keinginan apapun bisa terwujut tidak perlu kemana2 cukup diam dirumah datang sendiri.shopi menurut saya seperti om jin..apa pun ke inginan saya terpenuhi??????;POSITIF;BUKALAPAK;04/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
Sangat membantu dalam pencarian barang yang sesuai dengan harapan;POSITIF;BUKALAPAK;27/07/2020;July;2020;TRIMESTER2;2020-TRIMESTER2
bagus saya bisa beli apapun;POSITIF;BUKALAPAK;03/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Sangat bagus saya suka;POSITIF;BUKALAPAK;11/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
semogaaa lancar jayaa;POSITIF;BUKALAPAK;22/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Banyak manfaat yang dapat diperoleh baik sebagai pembeli maupun penjual;POSITIF;BUKALAPAK;31/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Transaksi nyaman & aman;POSITIF;BUKALAPAK;13/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Layanannya ceppat dan memuaskan;POSITIF;BUKALAPAK;19/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Pokoknya keren ini aplikasi;POSITIF;BUKALAPAK;30/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Bagus, memudahkan berbelanja di era online spt skg.;POSITIF;BUKALAPAK;01/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
selalu sukaa dan puas;POSITIF;BUKALAPAK;08/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
keren belanja di sini;POSITIF;BUKALAPAK;12/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Barang sesuai pesanan pokoknya ????;POSITIF;BUKALAPAK;26/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Walaus sudah bagus tapi masih banyak penjual yang melakukan kecurangan jadi bintang 4 aja;POSITIF;BUKALAPAK;27/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Aplikasi Belanja Online terbaik. Semua barang yang kita cari tersedia lengkap, mulai dari barang elektronik, pakaian, perlengkapan dan masih banyak lainnya. Juga terdapat bangak voucher dan diskon besar besar an.;POSITIF;BUKALAPAK;08/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Memudah kan  untuk mencari dan membeli barang, ter utama barang yang sudah langka daerah saya.;POSITIF;BUKALAPAK;15/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Lumayan bisa buat cari pengahasilan di sini,tapi malas ny tiap bulan diperbaruin Terus;POSITIF;BUKALAPAK;17/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Tingkatkan lagi aplikasinya sejauh ini sudah bagus;POSITIF;BUKALAPAK;21/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Aman dan terpercayaaaa;POSITIF;BUKALAPAK;23/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Belanja jadi mudah, harga jg murah;POSITIF;BUKALAPAK;03/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
saya suka;POSITIF;BUKALAPAK;10/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
aplikasi shop ini memang paling bagus;POSITIF;BUKALAPAK;11/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Respown penjual cepat;POSITIF;BUKALAPAK;12/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Ini aplikasi bagus untuk musim kini lagi Corona belanja di rumah aja ;POSITIF;BUKALAPAK;25/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
aplikasi yang membantu;POSITIF;BUKALAPAK;16/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Mantap, banyak free ongkirnya...;POSITIF;BUKALAPAK;01/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Murah murah harga barangnya dan banyak promo;POSITIF;BUKALAPAK;13/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Aplikasinya bagus banget semua bisa di proses;POSITIF;BUKALAPAK;14/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Bagus banget.. Aku puas.. Pengemasan rapi banget.. Makasih ya seller;POSITIF;BUKALAPAK;17/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Good Aplication saya suka;POSITIF;BUKALAPAK;22/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Aplikasi keren yang bisa menghasilkan uang dan juga memudahkan dalam berbelanja ????????;POSITIF;BUKALAPAK;25/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Barang bagus;POSITIF;BUKALAPAK;28/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Saya sangat suka...;POSITIF;BUKALAPAK;20/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Pengirimanya cepat?? kualitas baju bagus saya suka;POSITIF;BUKALAPAK;21/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Seneng..saran lbh banyak kin gratis ongkir..untuk pengguna pedagang online..keamanan ditingkatkan lagi;POSITIF;BUKALAPAK;25/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Aplikasi mudah di gunakan, banyak sekali pormo menarik, tapi sekarang jasa kurirnya tidak bisa memilih, Mungkin bisa di pertimbangan lagi untuk merubah opsi kurirnya agar pengguna bisa bebas memilih jasa kirim yang di sukai, karena setiap daerah berbeda-beda kecepatan pengirimannya,;POSITIF;BUKALAPAK;25/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Aplikasi sangat mrmbantu saat mager baget buat keluar rumah;POSITIF;BUKALAPAK;02/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
Aplikasi bagus;POSITIF;BUKALAPAK;03/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
Belanja aman dan terpercaya. Mantul;POSITIF;BUKALAPAK;09/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
Bagus, tapi apabila pembeli komplain barang, selalu yang dibela penjual.;POSITIF;BUKALAPAK;12/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
Mantap sekali aku suka;POSITIF;BUKALAPAK;14/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
Good job;POSITIF;BUKALAPAK;28/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
mudah,praktis,hemat dan terpuaskan;POSITIF;BUKALAPAK;07/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Pengiriman cepat dan memuaskan;POSITIF;BUKALAPAK;08/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Mantap No 1 benar benar;POSITIF;BUKALAPAK;14/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Semoga membantu bagi orang lain;POSITIF;BUKALAPAK;19/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Semoga tetap amanah;POSITIF;BUKALAPAK;21/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Saya cukup puas;POSITIF;BUKALAPAK;21/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Asyik banyak diskon di sini;POSITIF;BUKALAPAK;24/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Berbelanja mudahh;POSITIF;BUKALAPAK;01/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Murah cepat tepat;POSITIF;BUKALAPAK;17/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Selama ini memuaskan karena selalu ngga kecewa;POSITIF;BUKALAPAK;24/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Sangat membantu aplikasi ini...;POSITIF;BUKALAPAK;27/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Sangat membantu;POSITIF;BUKALAPAK;27/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Sangat membantu dalam belanja;POSITIF;BUKALAPAK;30/07/2021;July;2021;TRIMESTER2;2021-TRIMESTER2
Alus pisan topplah;POSITIF;BUKALAPAK;01/08/2021;August;2021;TRIMESTER2;2021-TRIMESTER2
Banyak promo no kaleng2, gak seperti sebelah;POSITIF;BUKALAPAK;05/08/2021;August;2021;TRIMESTER2;2021-TRIMESTER2
Belanja ga perlu ribet keluar rumah ;POSITIF;BUKALAPAK;12/08/2021;August;2021;TRIMESTER2;2021-TRIMESTER2
Top markotop;POSITIF;BUKALAPAK;13/08/2021;August;2021;TRIMESTER2;2021-TRIMESTER2
Situs belanja online The Best ;POSITIF;BUKALAPAK;17/08/2021;August;2021;TRIMESTER2;2021-TRIMESTER2
Belanja gampang, pilihan banyak, harga nyaman d kantong...;POSITIF;BUKALAPAK;25/08/2021;August;2021;TRIMESTER2;2021-TRIMESTER2
Mantep dah pkoknya;POSITIF;BUKALAPAK;03/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
Suka banget belanja disini?? barang yang saya beli hampir rata≤ realpict;POSITIF;BUKALAPAK;05/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
Aplikasi ini sangat bagus;POSITIF;BUKALAPAK;07/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
Harga terjangkau pngriman ok.kualitas djaga ok.;POSITIF;BUKALAPAK;07/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
Aplikasi favorit belnja onlen;POSITIF;BUKALAPAK;09/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
baguss;POSITIF;BUKALAPAK;17/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
Mantap;POSITIF;BUKALAPAK;22/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
Layanan bagus, jangan sampai ada seller yang tipu2 ya.....;POSITIF;BUKALAPAK;26/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
mudah,simple,dan terpercaya;POSITIF;BUKALAPAK;26/09/2021;September;2021;TRIMESTER3;2021-TRIMESTER3
Sejauh ini hasil dari barang yang dibeli bagus dan pelayanannya cepat ;POSITIF;BUKALAPAK;08/10/2021;October;2021;TRIMESTER3;2021-TRIMESTER3
Barang sesuai pesanan, sesuai d foto, sering kasih gratisan ongkir, suuiiippp;POSITIF;BUKALAPAK;08/10/2021;October;2021;TRIMESTER3;2021-TRIMESTER3
Sangat bagus;POSITIF;BUKALAPAK;11/10/2021;October;2021;TRIMESTER3;2021-TRIMESTER3
Saya sangat menyukai shopping sesuai dengan barang dan harga;POSITIF;BUKALAPAK;12/10/2021;October;2021;TRIMESTER3;2021-TRIMESTER3
Memudahkan berbelanja;POSITIF;BUKALAPAK;13/10/2021;October;2021;TRIMESTER3;2021-TRIMESTER3
Sukses terus ya buat aplikasi ini;POSITIF;BUKALAPAK;14/10/2021;October;2021;TRIMESTER3;2021-TRIMESTER3
Bagus sih bosku lebih nyaman... Cuma kurangnya satu ongkirnya kemahalan bosku di bandingin toko sebelah...ya wlwpun bnyk promonya tapi Tidak semua pengguna dapat!!;POSITIF;BUKALAPAK;20/10/2021;October;2021;TRIMESTER3;2021-TRIMESTER3
Good online shop.....;POSITIF;BUKALAPAK;26/10/2021;October;2021;TRIMESTER3;2021-TRIMESTER3
Mantap mudah cara pakainya;POSITIF;BUKALAPAK;12/11/2021;November;2021;TRIMESTER3;2021-TRIMESTER3
Mantap aplikasi ini sangat membantu pembelanjaan saya.. Terimakasih;POSITIF;BUKALAPAK;15/11/2021;November;2021;TRIMESTER3;2021-TRIMESTER3
Memudahkan , beres gak ribet, profesional dan tanggung jawab atas semua Cancel an ... Ramah sopan mantapz jaya... Surabaya menyapa... Josss gandos... sampai pemesanan sekarang tetap lancar aman terkendali... Matur Suwon... Alkhamndulillah... Terima kasih,,,;POSITIF;BUKALAPAK;15/11/2021;November;2021;TRIMESTER3;2021-TRIMESTER3
Bagus aplikasi nya. Tapi banyak racun, bikin dompet nangis :(;POSITIF;BUKALAPAK;22/11/2021;November;2021;TRIMESTER3;2021-TRIMESTER3
Banyak membantu;POSITIF;BUKALAPAK;23/11/2021;November;2021;TRIMESTER3;2021-TRIMESTER3
Assalamualaikum,ak suuukkkkaaa baattt aplikasi ini;POSITIF;BUKALAPAK;11/12/2021;December;2021;TRIMESTER3;2021-TRIMESTER3
Suka belanja disini, tapi sayang sekali sih sekarang jasa pengirimannya dipilihin, bukan kita yang pilih sendiri. Harusnya kayak dlu lagi sih bisa pilih sendiri karena ada beberapa jasa yang kurang bagus menuruntuku :(;POSITIF;BUKALAPAK;12/12/2021;December;2021;TRIMESTER3;2021-TRIMESTER3
"banyakin gratis ongkir ya, cod nya juga jangan kasi minim"" belanja hehe";POSITIF;BUKALAPAK;14/12/2021;December;2021;TRIMESTER3;2021-TRIMESTER3
Bagus dan selalu dipertahankan;POSITIF;BUKALAPAK;21/12/2021;December;2021;TRIMESTER3;2021-TRIMESTER3
cukup responsif dengan komplain pembeli;POSITIF;BUKALAPAK;27/12/2021;December;2021;TRIMESTER3;2021-TRIMESTER3
produknya komplit dan banyak bonusnya,,,,;POSITIF;BUKALAPAK;28/12/2021;December;2021;TRIMESTER3;2021-TRIMESTER3
suka hyung aplikasi nya!! jadi mudah belanja tanpa harus keluar rumah, banyak diskon sama voucher gratis ongkir nya jga, terus harga nya kbnykan lebih murah?? besttt lahhh pokok nya aplikasi racunn yang warrrbiasaaa sukaa????;POSITIF;BUKALAPAK;04/01/2022;January;2022;TRIMESTER1;2022-TRIMESTER1
sudah bagus kak, kalo bisa tambahin fitur topup gopay pliss mau bangett??????;POSITIF;BUKALAPAK;05/01/2022;January;2022;TRIMESTER1;2022-TRIMESTER1
Sangat memuaskan??????????;POSITIF;BUKALAPAK;06/01/2022;January;2022;TRIMESTER1;2022-TRIMESTER1
bagus banagttt tiada kata lain lagi;POSITIF;BUKALAPAK;17/01/2022;January;2022;TRIMESTER1;2022-TRIMESTER1
Bagus pelayanannya memuaskan;POSITIF;BUKALAPAK;03/02/2022;February;2022;TRIMESTER1;2022-TRIMESTER1
Bagus sangat membantu ,, tapi kenapa adik aku ngga ada minimal belanja untuk gratis ongkir, aku ada ???? tapi suka kok app ini .;POSITIF;BUKALAPAK;06/02/2022;February;2022;TRIMESTER1;2022-TRIMESTER1
Aplikasi belanja onlain terbaik, semoga lebih banyak discount;POSITIF;BUKALAPAK;16/02/2022;February;2022;TRIMESTER1;2022-TRIMESTER1
No comment...good aplikasi;POSITIF;BUKALAPAK;19/02/2022;February;2022;TRIMESTER1;2022-TRIMESTER1
Kalau bisa ongkir nya jangan mahal,,ok Kaka...semoga ada big shale barang ORI ya ka jangan kw hehe ??;POSITIF;BUKALAPAK;23/02/2022;February;2022;TRIMESTER1;2022-TRIMESTER1
